resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,positionDiff,status,year,circuitId,race_name,race_date,circuit_name,location,country,lat,lng,geometry,dob,driver_nat,driver_name,constr_name,constr_nat
2105,119,17,19,14,11,11,11,11,0.0,64,\N,\N,\N,\N,\N,\N,3,0,Accident,2003,10,German Grand Prix,2003-08-03,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1976-08-27,Australian,Mark Webber,Jaguar,British
2120,120,17,19,14,3,6,6,6,3.0,70,+1:12.643,6014103,\N,\N,\N,\N,1,3,Finished,2003,11,Hungarian Grand Prix,2003-08-24,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1976-08-27,Australian,Mark Webber,Jaguar,British
1544,91,32,19,15,13,10,10,10,0.0,55,\N,\N,12,16,1:37.031,205.653,11,-3,+1 Lap,2004,2,Malaysian Grand Prix,2004-03-21,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1983-02-07,Austrian,Christian Klien,Jaguar,British
1568,92,32,19,15,12,14,14,14,0.0,56,\N,\N,38,14,1:32.533,210.748,11,2,+1 Lap,2004,3,Bahrain Grand Prix,2004-04-04,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1983-02-07,Austrian,Christian Klien,Jaguar,British
1588,93,32,19,15,14,14,14,14,0.0,60,\N,\N,27,17,1:23.647,212.306,12,0,+2 Laps,2004,21,San Marino Grand Prix,2004-04-25,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1983-02-07,Austrian,Christian Klien,Jaguar,British
1610,94,32,19,15,16,\N,R,16,0.0,43,\N,\N,18,15,1:19.142,210.472,37,0,Throttle,2004,4,Spanish Grand Prix,2004-05-09,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1983-02-07,Austrian,Christian Klien,Jaguar,British
1634,95,32,19,15,14,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,3,6,Accident,2004,6,Monaco Grand Prix,2004-05-23,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1983-02-07,Austrian,Christian Klien,Jaguar,British
1646,96,32,19,15,12,12,12,12,0.0,59,\N,\N,14,16,1:32.804,199.698,11,0,+1 Lap,2004,20,European Grand Prix,2004-05-30,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1983-02-07,Austrian,Christian Klien,Jaguar,British
1705,99,32,19,15,13,11,11,11,0.0,69,\N,\N,37,13,1:16.852,206.625,11,-2,+1 Lap,2004,8,French Grand Prix,2004-07-04,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1983-02-07,Austrian,Christian Klien,Jaguar,British
1728,100,32,19,15,13,14,14,14,0.0,59,\N,\N,10,15,1:20.956,228.613,11,1,+1 Lap,2004,9,British Grand Prix,2004-07-11,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1983-02-07,Austrian,Christian Klien,Jaguar,British
1744,101,32,19,15,12,10,10,10,0.0,66,+1:08.578,5103426,33,13,1:15.045,219.420,1,-2,Finished,2004,10,German Grand Prix,2004-07-25,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1983-02-07,Austrian,Christian Klien,Jaguar,British
1767,102,32,19,15,14,13,13,13,0.0,68,\N,\N,45,17,1:22.530,191.101,12,-1,+2 Laps,2004,11,Hungarian Grand Prix,2004-08-15,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1983-02-07,Austrian,Christian Klien,Jaguar,British
1780,103,32,19,15,13,6,6,6,3.0,44,+14.614,5569888,11,11,1:47.509,233.595,1,-7,Finished,2004,13,Belgian Grand Prix,2004-08-29,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1983-02-07,Austrian,Christian Klien,Jaguar,British
1834,105,32,19,15,15,\N,R,20,0.0,11,\N,\N,10,18,1:36.888,202.539,4,5,Collision,2004,17,Chinese Grand Prix,2004-09-26,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1983-02-07,Austrian,Christian Klien,Jaguar,British
2226,125,37,19,17,17,10,10,10,0.0,54,\N,\N,\N,\N,\N,\N,12,-7,+2 Laps,2002,2,Malaysian Grand Prix,2002-03-17,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2276,127,37,19,17,22,\N,R,16,0.0,30,\N,\N,\N,\N,\N,\N,30,-6,Driveshaft,2002,21,San Marino Grand Prix,2002-04-14,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2301,128,37,19,17,16,\N,R,19,0.0,2,\N,\N,\N,\N,\N,\N,20,3,Spun off,2002,4,Spanish Grand Prix,2002-04-28,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2326,129,37,19,17,19,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,37,3,Throttle,2002,70,Austrian Grand Prix,2002-05-12,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2336,130,37,19,17,17,10,10,10,0.0,76,\N,\N,\N,\N,\N,\N,12,-7,+2 Laps,2002,6,Monaco Grand Prix,2002-05-26,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2380,132,37,19,17,16,10,10,10,0.0,59,\N,\N,\N,\N,\N,\N,11,-6,+1 Lap,2002,20,European Grand Prix,2002-06-23,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2403,133,37,19,17,21,11,11,11,0.0,58,\N,\N,\N,\N,\N,\N,12,-10,+2 Laps,2002,9,British Grand Prix,2002-07-07,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2422,134,37,19,17,15,9,9,9,0.0,70,\N,\N,\N,\N,\N,\N,12,-6,+2 Laps,2002,8,French Grand Prix,2002-07-21,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2456,135,37,19,17,20,\N,R,21,0.0,0,\N,\N,\N,\N,\N,\N,7,1,Transmission,2002,10,German Grand Prix,2002-07-28,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2469,136,37,19,17,15,13,13,13,0.0,75,\N,\N,\N,\N,\N,\N,12,-2,+2 Laps,2002,11,Hungarian Grand Prix,2002-08-18,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2490,137,37,19,17,11,\N,R,14,0.0,37,\N,\N,\N,\N,\N,\N,22,3,Suspension,2002,13,Belgian Grand Prix,2002-09-01,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2665,145,37,19,19,20,\N,R,21,0.0,5,\N,\N,\N,\N,\N,\N,4,1,Collision,2001,4,Spanish Grand Prix,2001-04-29,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2679,146,37,19,19,14,\N,R,13,0.0,48,\N,\N,\N,\N,\N,\N,7,-1,Transmission,2001,70,Austrian Grand Prix,2001-05-13,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2706,147,37,19,19,14,\N,R,18,0.0,18,\N,\N,\N,\N,\N,\N,9,4,Hydraulics,2001,6,Monaco Grand Prix,2001-05-27,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2740,149,37,19,19,16,8,8,8,0.0,66,\N,\N,\N,\N,\N,\N,11,-8,+1 Lap,2001,20,European Grand Prix,2001-06-24,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2768,150,37,19,19,14,14,14,14,0.0,70,\N,\N,\N,\N,\N,\N,12,0,+2 Laps,2001,8,French Grand Prix,2001-07-01,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2788,151,37,19,19,13,12,12,12,0.0,58,\N,\N,\N,\N,\N,\N,12,-1,+2 Laps,2001,9,British Grand Prix,2001-07-15,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2820,152,37,19,19,9,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,4,13,Collision,2001,10,German Grand Prix,2001-07-29,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2831,153,37,19,19,13,11,11,11,0.0,75,\N,\N,\N,\N,\N,\N,12,-2,+2 Laps,2001,11,Hungarian Grand Prix,2001-08-19,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
2859,154,37,19,19,10,\N,R,17,0.0,1,\N,\N,\N,\N,\N,\N,4,7,Collision,2001,13,Belgian Grand Prix,2001-09-02,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1971-02-24,Spanish,Pedro de la Rosa,Jaguar,British
1908,109,42,19,15,15,\N,R,14,0.0,42,\N,\N,\N,\N,\N,\N,20,-1,Spun off,2003,2,Malaysian Grand Prix,2003-03-23,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
1948,111,42,19,15,15,14,14,14,0.0,60,\N,\N,\N,\N,\N,\N,12,-1,+2 Laps,2003,21,San Marino Grand Prix,2003-04-20,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
1973,112,42,19,15,16,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,72,3,Launch control,2003,4,Spanish Grand Prix,2003-05-04,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
1983,113,42,19,15,8,9,9,9,0.0,68,\N,\N,\N,\N,\N,\N,11,1,+1 Lap,2003,70,Austrian Grand Prix,2003-05-18,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
2012,114,42,19,15,13,\N,R,18,0.0,10,\N,\N,\N,\N,\N,\N,10,5,Electrical,2003,6,Monaco Grand Prix,2003-06-01,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
2044,116,42,19,15,16,10,10,10,0.0,59,\N,\N,\N,\N,\N,\N,11,-6,+1 Lap,2003,20,European Grand Prix,2003-06-29,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
2064,117,42,19,15,11,10,10,10,0.0,69,\N,\N,\N,\N,\N,\N,11,-1,+1 Lap,2003,8,French Grand Prix,2003-07-06,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
2094,118,42,19,15,10,\N,R,20,0.0,32,\N,\N,\N,\N,\N,\N,5,10,Engine,2003,9,British Grand Prix,2003-07-20,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1980-09-11,Brazilian,Antônio Pizzonia,Jaguar,British
2109,119,51,19,15,16,\N,R,15,0.0,6,\N,\N,\N,\N,\N,\N,6,-1,Gearbox,2003,10,German Grand Prix,2003-08-03,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1978-07-31,British,Justin Wilson,Jaguar,British
2129,120,51,19,15,12,\N,R,15,0.0,42,\N,\N,\N,\N,\N,\N,5,3,Engine,2003,11,Hungarian Grand Prix,2003-08-24,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1978-07-31,British,Justin Wilson,Jaguar,British
2232,125,56,19,16,20,\N,R,16,0.0,30,\N,\N,\N,\N,\N,\N,9,-4,Hydraulics,2002,2,Malaysian Grand Prix,2002-03-17,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1965-11-10,British,Eddie Irvine,Jaguar,British
2273,127,56,19,16,18,\N,R,13,0.0,45,\N,\N,\N,\N,\N,\N,30,-5,Driveshaft,2002,21,San Marino Grand Prix,2002-04-14,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1965-11-10,British,Eddie Irvine,Jaguar,British
2296,128,56,19,16,22,\N,R,14,0.0,41,\N,\N,\N,\N,\N,\N,9,-8,Hydraulics,2002,4,Spanish Grand Prix,2002-04-28,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1965-11-10,British,Eddie Irvine,Jaguar,British
2319,129,56,19,16,20,\N,R,15,0.0,38,\N,\N,\N,\N,\N,\N,9,-5,Hydraulics,2002,70,Austrian Grand Prix,2002-05-12,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1965-11-10,British,Eddie Irvine,Jaguar,British
2335,130,56,19,16,19,9,9,9,0.0,76,\N,\N,\N,\N,\N,\N,12,-10,+2 Laps,2002,6,Monaco Grand Prix,2002-05-26,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1965-11-10,British,Eddie Irvine,Jaguar,British
2389,132,56,19,16,17,\N,R,19,0.0,41,\N,\N,\N,\N,\N,\N,9,2,Hydraulics,2002,20,European Grand Prix,2002-06-23,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1965-11-10,British,Eddie Irvine,Jaguar,British
2409,133,56,19,16,19,\N,R,17,0.0,23,\N,\N,\N,\N,\N,\N,20,-2,Spun off,2002,9,British Grand Prix,2002-07-07,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1965-11-10,British,Eddie Irvine,Jaguar,British
2425,134,56,19,16,9,\N,R,12,0.0,52,\N,\N,\N,\N,\N,\N,65,3,Rear wing,2002,8,French Grand Prix,2002-07-21,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1965-11-10,British,Eddie Irvine,Jaguar,British
2447,135,56,19,16,16,\N,R,12,0.0,57,\N,\N,\N,\N,\N,\N,23,-4,Brakes,2002,10,German Grand Prix,2002-07-28,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1965-11-10,British,Eddie Irvine,Jaguar,British
2475,136,56,19,16,16,\N,R,19,0.0,23,\N,\N,\N,\N,\N,\N,5,3,Engine,2002,11,Hungarian Grand Prix,2002-08-18,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1965-11-10,British,Eddie Irvine,Jaguar,British
2482,137,56,19,16,8,6,6,6,1.0,44,+1:17.370,4958004,\N,\N,\N,\N,1,-2,Finished,2002,13,Belgian Grand Prix,2002-09-01,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1965-11-10,British,Eddie Irvine,Jaguar,British
2598,142,56,19,18,12,\N,R,20,0.0,3,\N,\N,\N,\N,\N,\N,47,8,Water leak,2001,2,Malaysian Grand Prix,2001-03-18,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1965-11-10,British,Eddie Irvine,Jaguar,British
2637,144,56,19,18,13,\N,R,15,0.0,42,\N,\N,\N,\N,\N,\N,5,2,Engine,2001,21,San Marino Grand Prix,2001-04-15,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1965-11-10,British,Eddie Irvine,Jaguar,British
2662,145,56,19,18,13,\N,R,18,0.0,48,\N,\N,\N,\N,\N,\N,5,5,Engine,2001,4,Spanish Grand Prix,2001-04-29,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1965-11-10,British,Eddie Irvine,Jaguar,British
2673,146,56,19,18,13,7,7,7,0.0,70,\N,\N,\N,\N,\N,\N,11,-6,+1 Lap,2001,70,Austrian Grand Prix,2001-05-13,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1965-11-10,British,Eddie Irvine,Jaguar,British
2691,147,56,19,18,6,3,3,3,4.0,78,+30.698,6473259,\N,\N,\N,\N,1,-3,Finished,2001,6,Monaco Grand Prix,2001-05-27,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1965-11-10,British,Eddie Irvine,Jaguar,British
2739,149,56,19,18,12,7,7,7,0.0,67,+1:06.198,5448922,\N,\N,\N,\N,1,-5,Finished,2001,20,European Grand Prix,2001-06-24,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1965-11-10,British,Eddie Irvine,Jaguar,British
2772,150,56,19,18,12,\N,R,18,0.0,54,\N,\N,\N,\N,\N,\N,5,6,Engine,2001,8,French Grand Prix,2001-07-01,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1965-11-10,British,Eddie Irvine,Jaguar,British
2785,151,56,19,18,15,9,9,9,0.0,59,\N,\N,\N,\N,\N,\N,11,-6,+1 Lap,2001,9,British Grand Prix,2001-07-15,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1965-11-10,British,Eddie Irvine,Jaguar,British
2816,152,56,19,18,11,\N,R,18,0.0,16,\N,\N,\N,\N,\N,\N,32,7,Fuel pressure,2001,10,German Grand Prix,2001-07-29,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1965-11-10,British,Eddie Irvine,Jaguar,British
2842,153,56,19,18,14,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,20,8,Spun off,2001,11,Hungarian Grand Prix,2001-08-19,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1965-11-10,British,Eddie Irvine,Jaguar,British
2862,154,56,19,18,17,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4,3,Collision,2001,13,Belgian Grand Prix,2001-09-02,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1965-11-10,British,Eddie Irvine,Jaguar,British
2981,160,56,19,7,7,7,7,7,0.0,61,\N,\N,\N,\N,\N,\N,11,0,+1 Lap,2000,21,San Marino Grand Prix,2000-04-09,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1965-11-10,British,Eddie Irvine,Jaguar,British
3009,161,56,19,7,9,13,13,13,0.0,59,\N,\N,\N,\N,\N,\N,11,4,+1 Lap,2000,9,British Grand Prix,2000-04-23,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1965-11-10,British,Eddie Irvine,Jaguar,British
3029,162,56,19,7,9,11,11,11,0.0,64,\N,\N,\N,\N,\N,\N,11,2,+1 Lap,2000,4,Spanish Grand Prix,2000-05-07,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1965-11-10,British,Eddie Irvine,Jaguar,British
3056,163,56,19,7,8,\N,R,16,0.0,29,\N,\N,\N,\N,\N,\N,4,8,Collision,2000,20,European Grand Prix,2000-05-21,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1965-11-10,British,Eddie Irvine,Jaguar,British
3065,164,56,19,7,10,4,4,4,3.0,78,+1:05.924,6634137,\N,\N,\N,\N,1,-6,Finished,2000,6,Monaco Grand Prix,2000-06-04,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1965-11-10,British,Eddie Irvine,Jaguar,British
3118,166,56,19,7,6,13,13,13,0.0,70,\N,\N,\N,\N,\N,\N,12,7,+2 Laps,2000,8,French Grand Prix,2000-07-02,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1965-11-10,British,Eddie Irvine,Jaguar,British
3159,168,56,19,7,10,10,10,10,0.0,45,+1:19.664,5214082,\N,\N,\N,\N,1,0,Finished,2000,10,German Grand Prix,2000-07-30,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1965-11-10,British,Eddie Irvine,Jaguar,British
3179,169,56,19,7,10,8,8,8,0.0,76,\N,\N,\N,\N,\N,\N,11,-2,+1 Lap,2000,11,Hungarian Grand Prix,2000-08-13,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1965-11-10,British,Eddie Irvine,Jaguar,British
3203,170,56,19,7,12,10,10,10,0.0,44,+1:31.555,5386049,\N,\N,\N,\N,1,-2,Finished,2000,13,Belgian Grand Prix,2000-08-27,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1965-11-10,British,Eddie Irvine,Jaguar,British
3287,174,56,19,7,7,6,6,6,1.0,56,+1:12.568,5826803,\N,\N,\N,\N,1,-1,Finished,2000,2,Malaysian Grand Prix,2000-10-22,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1965-11-10,British,Eddie Irvine,Jaguar,British
2588,142,54,19,19,15,10,10,10,0.0,54,\N,\N,\N,\N,\N,\N,11,-5,+1 Lap,2001,2,Malaysian Grand Prix,2001-03-18,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1975-03-05,Brazilian,Luciano Burti,Jaguar,British
2633,144,54,19,19,15,11,11,11,0.0,60,\N,\N,\N,\N,\N,\N,12,-4,+2 Laps,2001,21,San Marino Grand Prix,2001-04-15,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1975-03-05,Brazilian,Luciano Burti,Jaguar,British
3138,167,54,19,7,21,11,11,11,0.0,69,\N,\N,\N,\N,\N,\N,12,-10,+2 Laps,2000,70,Austrian Grand Prix,2000-07-16,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1975-03-05,Brazilian,Luciano Burti,Jaguar,British
2984,160,65,19,8,17,10,10,10,0.0,61,\N,\N,\N,\N,\N,\N,11,-7,+1 Lap,2000,21,San Marino Grand Prix,2000-04-09,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1964-06-25,British,Johnny Herbert,Jaguar,British
3008,161,65,19,8,14,12,12,12,0.0,59,\N,\N,\N,\N,\N,\N,11,-2,+1 Lap,2000,9,British Grand Prix,2000-04-23,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1964-06-25,British,Johnny Herbert,Jaguar,British
3031,162,65,19,8,14,13,13,13,0.0,64,\N,\N,\N,\N,\N,\N,11,-1,+1 Lap,2000,4,Spanish Grand Prix,2000-05-07,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1964-06-25,British,Johnny Herbert,Jaguar,British
3051,163,65,19,8,16,11,11,11,0.0,61,\N,\N,\N,\N,\N,\N,4,-5,Collision,2000,20,European Grand Prix,2000-05-21,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1964-06-25,British,Johnny Herbert,Jaguar,British
3070,164,65,19,8,11,9,9,9,0.0,76,\N,\N,\N,\N,\N,\N,12,-2,+2 Laps,2000,6,Monaco Grand Prix,2000-06-04,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1964-06-25,British,Johnny Herbert,Jaguar,British
3126,166,65,19,8,11,\N,R,21,0.0,20,\N,\N,\N,\N,\N,\N,6,10,Gearbox,2000,8,French Grand Prix,2000-07-02,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1964-06-25,British,Johnny Herbert,Jaguar,British
3134,167,65,19,8,16,7,7,7,0.0,70,\N,\N,\N,\N,\N,\N,11,-9,+1 Lap,2000,70,Austrian Grand Prix,2000-07-16,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1964-06-25,British,Johnny Herbert,Jaguar,British
3169,168,65,19,8,8,\N,R,20,0.0,12,\N,\N,\N,\N,\N,\N,6,12,Gearbox,2000,10,German Grand Prix,2000-07-30,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1964-06-25,British,Johnny Herbert,Jaguar,British
3189,169,65,19,8,17,\N,R,18,0.0,67,\N,\N,\N,\N,\N,\N,6,1,Gearbox,2000,11,Hungarian Grand Prix,2000-08-13,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1964-06-25,British,Johnny Herbert,Jaguar,British
3201,170,65,19,8,9,8,8,8,0.0,44,+1:27.808,5382302,\N,\N,\N,\N,1,-1,Finished,2000,13,Belgian Grand Prix,2000-08-27,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1964-06-25,British,Johnny Herbert,Jaguar,British
3295,174,65,19,8,12,\N,R,14,0.0,48,\N,\N,\N,\N,\N,\N,22,2,Suspension,2000,2,Malaysian Grand Prix,2000-10-22,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1964-06-25,British,Johnny Herbert,Jaguar,British
32,19,18,11,16,11,10,10,10,0.0,56,+1:26.214,5564769,56,4,1:35.715,208.481,1,-1,Finished,2008,2,Malaysian Grand Prix,2008-03-23,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1980-01-19,British,Jenson Button,Honda,Japanese
65,20,18,11,16,9,\N,R,21,0.0,19,\N,\N,11,21,1:36.125,202.686,4,12,Collision,2008,3,Bahrain Grand Prix,2008-04-06,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1980-01-19,British,Jenson Button,Honda,Japanese
